Address,City and ZIP,SF,City,ZIP,yearly_price_per_SF,year_built,full_address,latitude,longitude,weighted_avg_income,nearest_distance
1 Dekalb Ave,"Brooklyn, NY, 11201"," 42,905 ","Brooklyn, ",11201,55.00 ,2016,"1 Dekalb Ave Brooklyn, NY, 11201",40.6903401,-73.9829673,133.02087503574492,662.5011358206235
641 Lexington Ave,"New York, NY, 10022"," 59,701 ","New York, ",10022,125.00 ,1964,"641 Lexington Ave New York, NY, 10022",40.758877,-73.96964409512756,142.5141065830721,825.6281996805416
9 E 40th St,"New York, NY, 10016","7,000 ","New York, ",10016, 0 ,1913,"9 E 40th St New York, NY, 10016",40.752017249999994,-73.9808252,121.98438008460788,390.54829464506946
450 W 14th St,"New York, NY, 10014"," 7,895 ","New York, ",10014, 0 ,2011,"450 W 14th St New York, NY, 10014",40.74185375,-74.00728242187499,141.12771890686003,171.05806069732802
1630 Forest Ave,"Staten Island, NY, 10302","4,360 ","Staten Island, ",10302, 0 ,1958,"1630 Forest Ave Staten Island, NY, 10302",40.6245982,-74.14288873633218,59.95141242937853,14724.809425011666
90 Washington St,"New York, NY, 10006","9,130 ","New York, ",10006, 0 ,1969,"90 Washington St New York, NY, 10006",40.70804825,-74.01487855,143.26271186440678,486.88127336815234
140 Schermerhorn St,"Brooklyn, NY, 11201"," 6,707 ","Brooklyn, ",11201, 0 ,2016,"140 Schermerhorn St Brooklyn, NY, 11201",40.6895445,-73.9879612,133.02087503574492,932.7512129180095
56 Franklin Ave,"Brooklyn, NY, 11205","4,300 ","Brooklyn, ",11205, 0 ,2010,"56 Franklin Ave Brooklyn, NY, 11205",40.6974336,-73.95892835000001,78.3301282051282,2021.6544630106955
42 W 35th St,"New York, NY, 10001","4,143 ","New York, ",10001, 0 ,1903,"42 W 35th St New York, NY, 10001",40.7497095,-73.98609003143156,115.71375233354075,85.04124956374241
121 Lenox Ave,"New York, NY, 10026"," 24,193 ","New York, ",10026, 0 ,1920,"121 Lenox Ave New York, NY, 10026",40.8023839,-73.9497604,70.65720903300522,3455.2179891038973
3200 Atlantic Ave,"Brooklyn, NY, 11208","8,500 ","Brooklyn, ",11208, 0 ,2025,"3200 Atlantic Ave Brooklyn, NY, 11208",40.6765119,-73.9127574,42.13641413019329,5625.784021772826
112 W 125th St,"New York, NY, 10027","10,500 ","New York, ",10027, 0 ,2017,"112 W 125th St New York, NY, 10027",40.8120077,-73.9550848,66.99653045489592,4365.220773432361
301 Park Ave,"New York, NY, 10022"," 33,300 ","New York, ",10022, 0 ,1931,"301 Park Ave New York, NY, 10022",40.756502,-73.97336164306073,142.5141065830721,417.5121658674078
712 Fifth Ave,"New York, NY, 10019"," 61,536 ","New York, ",10019, 0 ,1990,"712 Fifth Ave New York, NY, 10019",40.7622941,-73.97507538397295,119.98522167487685,890.9251898605055
350 W 42nd St,"New York, NY, 10036","4,513 ","New York, ",10036, 0 ,2004,"350 W 42nd St New York, NY, 10036",40.75784715,-73.99223011350482,104.8456755228943,1029.8180915044834
44 W 63rd St,"New York, NY, 10023"," 6,750 ","New York, ",10023, 0 ,1901,"44 W 63rd St New York, NY, 10023",40.77133675,-73.98260008236542,139.6698766175143,414.18294825993183
1043 Second Ave,"New York, NY, 10022"," 4,000 ","New York, ",10022, 0 ,1977,"1043 Second Ave New York, NY, 10022",42.80211414285714,-73.949505,142.5141065830721,215488.23516631592
2210 3rd Ave,"New York, NY, 10035","4,800 ","New York, ",10035, 0 ,1920,"2210 3rd Ave New York, NY, 10035",40.80138709523809,-73.93763057142857,54.232118758434545,3851.2184321448804
215 E 94th St,"New York, NY, 10128"," 19,125 ","New York, ",10128, 0 ,1924,"215 E 94th St New York, NY, 10128",40.78369395,-73.94917614117922,126.91208439897699,1729.2802344480087
1966 1st Ave,"New York, NY, 10029","5,500 ","New York, ",10029, 0 ,1973,"1966 1st Ave New York, NY, 10029",40.7867813,-73.9417567,51.63545933294324,2430.4683065756553
360 Furman St,"Brooklyn, NY, 11201","13,300 ","Brooklyn, ",11201, 0 ,1928,"360 Furman St Brooklyn, NY, 11201",40.6927371,-74.0000345,133.02087503574492,2007.023864471746
531 Blake Ave,"Brooklyn, NY, 11207","5,000 ","Brooklyn, ",11207, 0 ,1973,"531 Blake Ave Brooklyn, NY, 11207",40.6674077,-73.89925339477041,44.80173423951254,6975.406905174028
232 E 59th St,"New York, NY, 10022"," 5,395 ","New York, ",10022, 0 ,1908,"232 E 59th St New York, NY, 10022",40.76074295,-73.96523984133496,142.5141065830721,1249.2595293826228
60 Charlton St,"New York, NY, 10014"," 8,160 ","New York, ",10014, 0 ,1925,"60 Charlton St New York, NY, 10014",40.72710033333333,-74.00581686666666,141.12771890686003,607.7227448349265
211 McGuinness Blvd,"Brooklyn, NY, 11222","6,335 ","Brooklyn, ",11222, 0 ,2019,"211 McGuinness Blvd Brooklyn, NY, 11222",40.729562099999995,-73.95136917579269,96.09931212381771,1707.372431450203
2175 Broadway,"New York, NY, 10024","10,000 ","New York, ",10024, 0 ,1903,"2175 Broadway New York, NY, 10024",40.7824049,-73.9811499,135.7425605536332,824.9931562932125
403 Evergreen Ave,"Brooklyn, NY, 11221"," 11,450 ","Brooklyn, ",11221, 0 ,1931,"403 Evergreen Ave Brooklyn, NY, 11221",40.6926787,-73.92039788190623,56.33072215422277,4199.556610726424
145 E 42nd St,"New York, NY, 10017"," 6,936 ","New York, ",10017, 0 ,1935,"145 E 42nd St New York, NY, 10017",40.751362650000004,-73.97512657866304,133.82326820603907,403.0597932784303
142 E 31st St,"New York, NY, 10016"," 90,000 ","New York, ",10016, 0 ,1920,"142 E 31st St New York, NY, 10016",40.743930750000004,-73.98034604501021,121.98438008460788,813.680210362877
140 Church St,"New York, NY, 10007","4,794 ","New York, ",10007, 0 ,1900,"140 Church St New York, NY, 10007",40.714625,-74.0083944,163.36020151133502,426.1394466218468
651 Union St,"Brooklyn, NY, 11215","8,215 ","Brooklyn, ",11215, 0 ,2017,"651 Union St Brooklyn, NY, 11215",40.67763332142857,-73.98336089285715,119.79633587786259,984.3526276003439
775 Columbus Ave,"New York, NY, 10025","5,041 ","New York, ",10025, 0 ,2010,"775 Columbus Ave New York, NY, 10025",40.7939238,-73.9664969,104.62573374031463,2290.3917663097395
461 W 126th St,"New York, NY, 10027"," 213,769 ","New York, ",10027, 0 ,1980,"461 W 126th St New York, NY, 10027",40.81376015,-73.95506526188043,66.99653045489592,4557.006336536388
366 Fifth Ave,"New York, NY, 10001","14,400 ","New York, ",10001, 0 ,1907,"366 Fifth Ave New York, NY, 10001",41.103509,-72.36598246938775,115.71375233354075,125847.89000276345
575 Fifth Ave,"New York, NY, 10017"," 20,490 ","New York, ",10017, 0 ,1985,"575 Fifth Ave New York, NY, 10017",40.7563975,-73.97836658669951,133.82326820603907,222.63277685061544
50 W 57th St,"New York, NY, 10019"," 9,734 ","New York, ",10019, 0 ,1926,"50 W 57th St New York, NY, 10019",40.763729299999994,-73.97661025644783,119.98522167487685,1028.6389115196228
74 Bogart St,"Brooklyn, NY, 11206"," 16,000 ","Brooklyn, ",11206, 0 ,2022,"74 Bogart St Brooklyn, NY, 11206",40.7064577,-73.9334856,54.42232237539767,2453.117314082897
89 Greenwich St,"New York, NY, 10006"," 5,332 ","New York, ",10006, 0 ,2004,"89 Greenwich St New York, NY, 10006",40.707761530612245,-74.01356734693879,143.26271186440678,458.6658474242465
1619 Broadway,"New York, NY, 10019"," 10,910 ","New York, ",10019, 0 ,1931,"1619 Broadway New York, NY, 10019",40.76114925,-73.98464776846424,119.98522167487685,952.0576933429629
649 Eighth Ave ,"New York, NY, 10018"," 29,905 ","New York, ",10018, 0 ,1950,"649 Eighth Ave  New York, NY, 10018",42.71520424028384,-73.71127781292253,123.03506097560975,205823.38784588248
4473 Amboy Rd,"Staten Island, NY, 10312"," 15,000 ","Staten Island, ",10312, 0 ,2022,"4473 Amboy Rd Staten Island, NY, 10312",40.54418277230503,-74.16286421553426,89.05502471169687,22151.785754361088
143 Fulton St,"New York, NY, 10038"," 8,444 ","New York, ",10038, 0 ,2018,"143 Fulton St New York, NY, 10038",40.71063895,-74.00796990227622,106.70618120237087,308.7633444798257
768 5th Ave,"New York, NY, 10019"," 32,940 ","New York, ",10019, 0 ,1907,"768 5th Ave New York, NY, 10019",40.764459849999994,-73.97449410382455,119.98522167487685,1136.2720595421438
413 W 14th St,"New York, NY, 10014"," 23,215 ","New York, ",10014, 0 ,1929,"413 W 14th St New York, NY, 10014",40.7415171,-74.0062759,141.12771890686003,78.30485957272006
